authorID,newsamID,textCount,latitude,longitude,DisplayName,author,count
29,1036,"letters, 5",43.80805556,4.644166667,Beaucaire,Cushing,5
5,1035,"works2, 5",47.24305556,6.021944444,Besancon,Barbauld,5
1,1033,"jews, 1",43.3475,3.218888889,Beziers,Adams,1
29,1033,"letters, 3",43.3475,3.218888889,Beziers,Cushing,3
5,1033,"works2, 1",43.3475,3.218888889,Beziers,Barbauld,1
44,1032,"spectator03, 2",18.975,72.82583333,Bombay,Haywood,2
48,1032,"account, 3",18.975,72.82583333,Bombay,Judson,3
139,1030,"poems, 4",60.15,-1.083333333,Baard,Campbell,4
22,1030,"poems, 11",60.15,-1.083333333,Baard,Chalmers,11
26,1029,"appeal, 1",48.38333333,-4.483333333,Brest,Child,1
7,1029,"lining, 1",48.38333333,-4.483333333,Brest,Barker,1
81,1029,"manor, 3",48.38333333,-4.483333333,Brest,Smith,3
44,1028,"spectator02, 2",48,-3,Bretagne,Haywood,2
51,1028,"museum, 1",48,-3,Bretagne,Lennox,1
81,1028,"desmond, 1",48,-3,Bretagne,Smith,1
91,1028,"mental, 1",48,-3,Bretagne,Wakefield,1
5,1025,"poems, 1; works2, 1; works1, 1",53.259,-1.911,Buxton,Barbauld,3
85,1025,"poems, 2",53.259,-1.911,Buxton,Tollet,2
29,1022,"letters, 5",48.9575,4.365,Chalons,Cushing,5
48,1021,"account, 1",50,-2,British Channel,Judson,1
5,1021,"legacy, 1; works2, 3",50,-2,British Channel,Barbauld,4
51,1021,"museum, 1",50,-2,British Channel,Lennox,1
81,1021,"desmond, 1",50,-2,British Channel,Smith,1
19,1019,"william, 1",52.83333333,-9,Clare,Cavendish,1
49,1019,"memoir, 4",52.83333333,-9,Clare,Kilham,4
119,1018,"poeticalworks, 1",55.67952778,-4.971305556,Clutha,Little,1
5,1018,"works2, 7",55.67952778,-4.971305556,Clutha,Barbauld,7
51,1018,"museum, 1",55.67952778,-4.971305556,Clutha,Lennox,1
19,1017,"william, 3; natpix, 1",51.8917,0.903,Colchester,Cavendish,4
8,1017,"miscellany, 1",51.8917,0.903,Colchester,Behn,1
1,1016,"jews, 5",50.93638889,6.952777778,Colen,Adams,5
14,1016,"reformation, 2",50.93638889,6.952777778,Colen,Bullard,2
15,1016,"case, 6",50.93638889,6.952777778,Colen,Carleton,6
60,1016,"gleaner, 1",50.93638889,6.952777778,Colen,Murray,1
8,1016,"patient, 1",50.93638889,6.952777778,Colen,Behn,1
76,1014,"aborigine, 5",35.265,-83.4175,Cowe,Sanders,5
1,1013,"jews, 1",45.16666667,15.5,Croatia,Adams,1
114,1013,"urania, 4",45.16666667,15.5,Croatia,Wroth,4
26,1012,"appeal, 1",37.14333333,-88.4075,Cumberland River,Child,1
74,1012,"alabama, 4",37.14333333,-88.4075,Cumberland River,Royall,4
5,1011,"poems, 2; works1, 3",32.825,21.85805556,Cyrnus,Barbauld,5
51,1010,"museum, 4",53.96166667,-1.080555556,Deira,Lennox,4
71,1010,"thoughts, 1",53.96166667,-1.080555556,Deira,Robinson,1
1,1009,"newengland, 1",50.04888889,9.018333333,Dettingen,Adams,1
107,1009,"miscellanies, 1",50.04888889,9.018333333,Dettingen,Jones-M,1
44,1009,"spectator01, 3",50.04888889,9.018333333,Dettingen,Haywood,3
27,1008,"esquimaux01, 1",50.8,-2.3,Dorsetshire,Clark,1
28,1008,"belles, 1",50.8,-2.3,Dorsetshire,Cowley,1
51,1008,"museum, 2",50.8,-2.3,Dorsetshire,Lennox,2
81,1008,"conversations, 1",50.8,-2.3,Dorsetshire,Smith,1
1,1007,"newengland, 3",28.21447222,-81.58541667,East-Florida,Adams,3
26,1007,"appeal, 1",28.21447222,-81.58541667,East-Florida,Child,1
76,1007,"aborigine, 1",28.21447222,-81.58541667,East-Florida,Sanders,1
30,1004,"appearance, 3; gospel, 1; blasphemous, 1",51.443,-1.1,Englefield,Davies,5
89,1003,"changingscenes, 5",40.86,-74,English Neighbourhood,Unknown,5
49,1002,"memoir, 5",53.5167,-0.8167,Epworth,Kilham,5
20,1001,"maldef, 1",51.51361111,-0.087222222,Exchange,Cellier,1
67,1001,"beau, 2",51.51361111,-0.087222222,Exchange,Pix,2
7,1001,"lining, 1",51.51361111,-0.087222222,Exchange,Barker,1
90,1001,"loveletters2, 1",51.51361111,-0.087222222,Exchange,Various,1
74,1000,"alabama, 5",35.0525,-78.87805556,Fayetteville,Royall,5
1,999,"jews, 3",44.83333333,11.61666667,Ferrara,Adams,3
114,999,"urania, 1",44.83333333,11.61666667,Ferrara,Wroth,1
60,999,"gleaner, 1",44.83333333,11.61666667,Ferrara,Murray,1
51,998,"museum, 5",48.4097,2.7025,Fontainebleau,Lennox,5
1,997,"newengland, 5",40.85277778,-73.93805556,Fort- Washington,Adams,5
1,994,"newengland, 2",36.13166667,-5.351666667,Gibraltar,Adams,2
11,994,"tenthmuse, 1; several, 1",36.13166667,-5.351666667,Gibraltar,Bradstreet,2
39,994,"shortrelation, 2",36.13166667,-5.351666667,Gibraltar,Evans,2
60,994,"gleaner, 1",36.13166667,-5.351666667,Gibraltar,Murray,1
71,994,"poetical, 1",36.13166667,-5.351666667,Gibraltar,Robinson,1
45,993,"anjou, 4",51.87,-2.24,Gloster,Holford,4
97,993,"goodwin, 1",51.87,-2.24,Gloster,Yearsley,1
136,990,"poems, 1",55.002,-3.066,Gretna Green,Prescott,1
28,990,"greencoat, 1",55.002,-3.066,Gretna Green,Cowley,1
43,990,"romance, 1",55.002,-3.066,Gretna Green,Green,1
73,990,"inquisitor, 2",55.002,-3.066,Gretna Green,Rowson,2
1,989,"newengland, 1",16.25,-61.58333333,Guadaloupe,Adams,1
26,989,"appeal, 2",16.25,-61.58333333,Guadaloupe,Child,2
46,989,"texas, 7",16.25,-61.58333333,Guadaloupe,Holley,7
46,988,"texas, 3",25,-90,Gulf Of Mexico,Holley,3
73,988,"present, 1",25,-90,Gulf Of Mexico,Rowson,1
74,988,"alabama, 1",25,-90,Gulf Of Mexico,Royall,1
19,987,"william, 5",51.5406,0.0017,Hamborough,Cavendish,5
19,986,"william, 2",51.50405556,-0.150055556,Hamilton,Cavendish,2
33,986,"maryqueen, 1",51.50405556,-0.150055556,Hamilton,Deverell,1
44,986,"spectator04, 1",51.50405556,-0.150055556,Hamilton,Haywood,1
51,986,"museum, 1",51.50405556,-0.150055556,Hamilton,Lennox,1
60,985,"gleaner, 5",51.50405556,-0.150055556,Hamilton-Place,Murray,5
107,984,"miscellanies, 1",51.51388889,-0.144166667,Hanover-Square,Jones-M,1
12,984,"emily, 1",51.51388889,-0.144166667,Hanover-Square,Brooke,1
44,984,"spectator01, 1",51.51388889,-0.144166667,Hanover-Square,Haywood,1
50,984,"poems2, 1",51.51388889,-0.144166667,Hanover-Square,Leapor,1
81,984,"whatisshe, 1",51.51388889,-0.144166667,Hanover-Square,Smith,1
115,982,"first, 2",45.7983,5.2947,Hieres,Askew,2
5,982,"works2, 5",45.7983,5.2947,Hieres,Barbauld,5
20,981,"maldef, 1",51.5172,-0.1182,Holborn,Cellier,1
30,981,"appearance, 1",51.5172,-0.1182,Holborn,Davies,1
73,981,"inquisitor, 1",51.5172,-0.1182,Holborn,Rowson,1
8,981,"miscellany, 1",51.5172,-0.1182,Holborn,Behn,1
81,981,"manor, 1",51.5172,-0.1182,Holborn,Smith,1
26,979,"appeal, 1",52.3364,-0.1717,Huntingdon,Child,1
30,979,"appearance, 1",52.3364,-0.1717,Huntingdon,Davies,1
45,979,"anjou, 1",52.3364,-0.1717,Huntingdon,Holford,1
5,979,"works2, 1",52.3364,-0.1717,Huntingdon,Barbauld,1
94,979,"poems, 1",52.3364,-0.1717,Huntingdon,Wheatley,1
19,978,"william, 2",52.3364,-0.1717,Huntington,Cavendish,2
56,978,"essays, 1",52.3364,-0.1717,Huntington,Makin,1
60,978,"gleaner, 1",52.3364,-0.1717,Huntington,Murray,1
97,978,"goodwin, 1",52.3364,-0.1717,Huntington,Yearsley,1
139,977,"poems, 7",57.48333333,-4.233333333,Inchdorrock,Campbell,7
15,975,"case, 1",51.544,-0.1027,Islington,Carleton,1
20,975,"maldef, 1",51.544,-0.1027,Islington,Cellier,1
8,975,"emperor, 1",51.544,-0.1027,Islington,Behn,1
89,975,"changingscenes, 2",51.544,-0.1027,Islington,Unknown,2
1,973,"jews, 5",9.664722222,80.01666667,Jafna,Adams,5
46,970,"texas, 5",28.61555556,-96.62972222,La Baca,Holley,5
45,968,"poems, 2",-34.92111111,-57.95444444,La Plata,Holford,2
5,968,"works1, 1",-34.92111111,-57.95444444,La Plata,Barbauld,1
79,968,"aborigines, 2",-34.92111111,-57.95444444,La Plata,Sigourney,2
14,966,"reformation, 1",52.71666667,-1.183333333,Leicestershire,Bullard,1
19,966,"william, 2",52.71666667,-1.183333333,Leicestershire,Cavendish,2
44,966,"spectator04, 1",52.71666667,-1.183333333,Leicestershire,Haywood,1
51,966,"museum, 1",52.71666667,-1.183333333,Leicestershire,Lennox,1
1,965,"jews, 5",49.83,24.01416667,Lemburg,Adams,5
117,964,"poems, 5",-12.04333333,-77.02833333,Lima,Bannerman,5
20,963,"maldef, 1",51.5161,-0.1166,Lincolns-Inn,Cellier,1
28,963,"theman, 1; belles, 3",51.5161,-0.1166,Lincolns-Inn,Cowley,4
7,963,"recreations, 1",51.5161,-0.1166,Lincolns-Inn,Barker,1
81,963,"manor, 1",51.5161,-0.1166,Lincolns-Inn,Smith,1
89,963,"femalewits, 2",51.5161,-0.1166,Lincolns-Inn,Unknown,2
1,962,"jews, 5",55,24,Lithuania,Adams,5
1,961,"jews, 2",45.58555556,9.930277778,Lombardy,Adams,2
51,961,"museum, 1",45.58555556,9.930277778,Lombardy,Lennox,1
71,961,"poetical, 2",45.58555556,9.930277778,Lombardy,Robinson,2
12,960,"emily, 3",45.5128,4.5819,Lorette,Brooke,3
13,960,"idomen, 2",45.5128,4.5819,Lorette,Brooks,2
119,959,"poeticalworks, 5",55.61061111,-4.372788889,Loudoun Castle,Little,5
89,958,"changingscenes, 5",40.70743056,-74.007675,Maiden Lane,Unknown,5
1,957,"newengland, 1",51.42,-1.73,Marlbo Rough,Adams,1
107,957,"miscellanies, 2",51.42,-1.73,Marlbo Rough,Jones-M,2
2,957,"epistles, 1",51.42,-1.73,Marlbo Rough,Aikin,1
70,957,"narrativelife, 1",51.42,-1.73,Marlbo Rough,Prince,1
29,956,"letters, 5",44.5,0.17,Marmande,Cushing,5
46,955,"texas, 5",28.69083333,-95.9675,Matagorda,Holley,5
1,953,"jews, 1",21.41666667,39.81666667,Mecca,Adams,1
113,953,"essays, 1",21.41666667,39.81666667,Mecca,Taylor,1
23,953,"essays, 1",21.41666667,39.81666667,Mecca,Chandler,1
42,953,"nightbefore, 1",21.41666667,39.81666667,Mecca,Garnett,1
5,953,"legacy, 1",21.41666667,39.81666667,Mecca,Barbauld,1
73,953,"present, 1",21.41666667,39.81666667,Mecca,Rowson,1
79,953,"aborigines, 1",21.41666667,39.81666667,Mecca,Sigourney,1
114,952,"urania, 5",37.16666667,22,Metelin,Wroth,5
42,951,"nightbefore, 4",39.1,26.55,Mitylene,Garnett,4
5,951,"legacy, 1",39.1,26.55,Mitylene,Barbauld,1
104,950,"miscpoems, 1",53.28333333,-4.333333333,Mona,Francis,1
51,950,"museum, 4",53.28333333,-4.333333333,Mona,Lennox,4
27,948,"esquimaux01, 5",53.5052,-6.7531,Morrington Castle,Clark,5
29,947,"letters, 1",55.75,37.61666667,Moscow,Cushing,1
70,947,"narrativelife, 1",55.75,37.61666667,Moscow,Prince,1
73,947,"present, 2",55.75,37.61666667,Moscow,Rowson,2
89,947,"changingscenes, 1",55.75,37.61666667,Moscow,Unknown,1
46,944,"texas, 5",31.60888889,-94.65083333,Nacogdoches,Holley,5
1,943,"newengland, 4",41.6,-71.35,Narraganset-Bay,Adams,4
24,943,"pilgrimpeep, 1",41.6,-71.35,Narraganset-Bay,Cheney,1
1,942,"newengland, 4",42.28333333,-71.35,Natick,Adams,4
60,942,"gleaner, 1",42.28333333,-71.35,Natick,Murray,1
45,940,"anjou, 2",50.86666667,-1.566666667,New Forest,Holford,2
81,940,"sonnets, 1; manor, 2",50.86666667,-1.566666667,New Forest,Smith,3
1,939,"newengland, 4",42.33694444,-71.20972222,Newton,Adams,4
26,939,"appeal, 1",42.33694444,-71.20972222,Newton,Child,1
51,937,"museum, 3",52.937,-3.659,North Wales,Lennox,3
81,937,"whatisshe, 2",52.937,-3.659,North Wales,Smith,2
107,936,"miscellanies, 1",74,56,Nova Zembla,Jones-M,1
51,936,"museum, 1",74,56,Nova Zembla,Lennox,1
71,936,"poetical, 1",74,56,Nova Zembla,Robinson,1
81,936,"desmond, 1",74,56,Nova Zembla,Smith,1
91,936,"mental, 1",74,56,Nova Zembla,Wakefield,1
1,935,"jews, 1",38.11666667,13.36666667,Palermo,Adams,1
26,935,"appeal, 1",38.11666667,13.36666667,Palermo,Child,1
51,935,"museum, 3",38.11666667,13.36666667,Palermo,Lennox,3
89,933,"changingscenes, 5",40.63648333,-75.17490556,Pehatconk,Unknown,5
100,932,"essays, 1",39.43861111,23.04638889,Pelion,Chudleigh,1
104,932,"obsequies, 1",39.43861111,23.04638889,Pelion,Francis,1
128,932,"antonie, 1; antonius, 1",39.43861111,23.04638889,Pelion,Sidney,2
85,932,"poems, 1",39.43861111,23.04638889,Pelion,Tollet,1
29,931,"letters, 5",42.6986,2.8956,Perpignan,Cushing,5
143,930,"eugenia01, 5",42.46388889,14.21416667,Pescara,Sheridan,5
11,929,"several, 3; tenthmuse, 2",34.12361111,35.65111111,Phenicia,Bradstreet,5
110,928,"essay, 1",40.08888889,20.92527778,Pindus,Montague,1
112,928,"poems, 1",40.08888889,20.92527778,Pindus,Owenson,1
128,928,"antonius, 1; antonie, 1",40.08888889,20.92527778,Pindus,Sidney,2
71,928,"poetical, 1",40.08888889,20.92527778,Pindus,Robinson,1
9,928,"geniad, 1",40.08888889,20.92527778,Pindus,Benger,1
99,928,"poems, 1",40.08888889,20.92527778,Pindus,Cassan,1
29,927,"letters, 5",45.7575,4.832222222,Place De Belle Cour,Cushing,5
48,925,"account, 5",18.81666667,95.21666667,Pyee,Judson,5
33,924,"maryqueen, 1",49.2628,4.0347,Rheims,Deverell,1
5,924,"works2, 1",49.2628,4.0347,Rheims,Barbauld,1
51,924,"museum, 1",49.2628,4.0347,Rheims,Lennox,1
81,924,"desmond, 1",49.2628,4.0347,Rheims,Smith,1
90,924,"loveletters2, 1",49.2628,4.0347,Rheims,Various,1
29,922,"letters, 5",45.94741667,-0.972611111,Rochefort,Cushing,5
33,920,"maryqueen, 2",51.914,-2.587,Ross,Deverell,2
81,920,"desmond, 3",51.914,-2.587,Ross,Smith,3
60,918,"gleaner, 5",49.5886,3.0511,Salency,Murray,5
46,917,"texas, 5",31.19527778,-98.725,San Saba,Holley,5
28,916,"poems, 5",41.65,-0.883333333,Saragossa,Cowley,5
24,914,"pilgrimpeep, 2",42.46472222,-71.01055556,Saugus,Cheney,2
96,914,"fallriver, 3",42.46472222,-71.01055556,Saugus,Williams,3
24,913,"pilgrimpeep, 1",42.19583333,-70.72638889,Scituate,Cheney,1
96,913,"fallriver, 4",42.19583333,-70.72638889,Scituate,Williams,4
48,912,"account, 5",22.75,88.34,Serampore,Judson,5
8,911,"miscellany, 5",40.21666667,26.38333333,Sestos,Behn,5
48,909,"account, 5",18.29436111,95.34413889,Shway Doung,Judson,5
104,907,"miscpoems, 1",51.68333333,-3.383333333,South Wales,Francis,1
5,907,"legacy, 1",51.68333333,-3.383333333,South Wales,Barbauld,1
51,907,"museum, 3",51.68333333,-3.383333333,South Wales,Lennox,3
19,906,"william, 1",51.4988,-0.0901,Southwark,Cavendish,1
20,906,"maldef, 1",51.4988,-0.0901,Southwark,Cellier,1
30,906,"appearance, 1",51.4988,-0.0901,Southwark,Davies,1
84,906,"revenge, 2",51.4988,-0.0901,Southwark,Tattle,2
86,906,"stone, 2",51.4988,-0.0901,Southwark,Trapnel,2
1,905,"newengland, 5",40.69789722,-74.33451944,Springfield,Adams,5
19,904,"william, 3",52.83333333,-2,Stafford,Cavendish,3
30,904,"bethlehem, 1",52.83333333,-2,Stafford,Davies,1
82,904,"haman, 1",52.83333333,-2,Stafford,Sowernam,1
12,903,"emily, 5",46.842,-71.342,St. Charles,Brooke,5
1,902,"newengland, 1",17.25,-62.66666667,St. Christophers,Adams,1
26,902,"appeal, 1",17.25,-62.66666667,St. Christophers,Child,1
60,902,"gleaner, 3",17.25,-62.66666667,St. Christophers,Murray,3
60,901,"gleaner, 1",50.396,-4.31,St. Germains,Murray,1
81,901,"desmond, 4",50.396,-4.31,St. Germains,Smith,4
60,900,"gleaner, 4",-15.95,-5.716666667,St. Helena,Murray,4
79,900,"aborigines, 1",-15.95,-5.716666667,St. Helena,Sigourney,1
1,899,"jews, 5",53.5,13.75,Strasburg,Adams,5
114,898,"urania, 5",38.79388889,15.21111111,Strombolli,Wroth,5
1,897,"newengland, 5",41.74805556,-71.19027778,Swansey,Adams,5
103,896,"poems, 1",36.91666667,34.89555556,Tarsus,Finch-A,1
130,896,"life, 1",36.91666667,34.89555556,Tarsus,Lee,1
23,896,"essays, 1",36.91666667,34.89555556,Tarsus,Chandler,1
24,896,"pilgrimpeep, 1",36.91666667,34.89555556,Tarsus,Cheney,1
5,896,"works1, 1",36.91666667,34.89555556,Tarsus,Barbauld,1
28,894,"townbefore, 1",51.51361111,-0.111944444,Temple-Bar,Cowley,1
44,894,"spectator03, 1",51.51361111,-0.111944444,Temple-Bar,Haywood,1
7,894,"lining, 1",51.51361111,-0.111944444,Temple-Bar,Barker,1
81,894,"whatisshe, 1",51.51361111,-0.111944444,Temple-Bar,Smith,1
89,894,"fortunate, 1",51.51361111,-0.111944444,Temple-Bar,Unknown,1
28,893,"moreways, 1",38.80527778,22.56277778,Thermopylae,Cowley,1
42,893,"nightbefore, 2",38.80527778,22.56277778,Thermopylae,Garnett,2
5,893,"legacy, 1",38.80527778,22.56277778,Thermopylae,Barbauld,1
60,893,"gleaner, 1",38.80527778,22.56277778,Thermopylae,Murray,1
1,891,"jews, 5",41.26666667,16.41666667,Trani,Adams,5
26,890,"appeal, 5",10.46055556,-61.24861111,Trinidad,Child,5
44,889,"spectator02, 5",34.43333333,35.85,Tripoly,Haywood,5
1,888,"jews, 2",36.80638889,10.18166667,Tunis,Adams,2
104,888,"song, 2",36.80638889,10.18166667,Tunis,Francis,2
117,888,"poems, 1",36.80638889,10.18166667,Tunis,Bannerman,1
100,886,"poems3ch, 1",38.43333333,39.77277778,Tygris,Chudleigh,1
11,886,"tenthmuse, 1; several, 2",38.43333333,39.77277778,Tygris,Bradstreet,3
13,886,"zophiel1834, 1",38.43333333,39.77277778,Tygris,Brooks,1
29,885,"saratoga2, 3",41.89,-74.26,Ulster,Cushing,3
61,885,"poemsplay, 1",41.89,-74.26,Ulster,Nooth,1
81,885,"manor, 1",41.89,-74.26,Ulster,Smith,1
100,884,"essays, 1",49.2358,2.89,Valois,Chudleigh,1
51,884,"museum, 3",49.2358,2.89,Valois,Lennox,3
60,884,"gleaner, 1",49.2358,2.89,Valois,Murray,1
45,883,"anjou, 5",52.022,0.243,Walden,Holford,5
1,882,"newengland, 1",43.32027778,-70.61166667,Wells,Adams,1
103,882,"poems, 2",43.32027778,-70.61166667,Wells,Finch-A,2
81,882,"desmond, 2",43.32027778,-70.61166667,Wells,Smith,2
114,881,"urania, 8",48.78333333,9.183333333,Wertenberg,Wroth,8
1,880,"newengland, 4",41.393,-73.958,West-Point,Adams,4
89,880,"changingscenes, 1",41.393,-73.958,West-Point,Unknown,1
107,879,"miscellanies, 2",51.43916667,-0.624722222,Windsor Forest,Jones-M,2
41,879,"sonnets, 1",51.43916667,-0.624722222,Windsor Forest,Finch-B,1
51,879,"museum, 2",51.43916667,-0.624722222,Windsor Forest,Lennox,2
62,879,"poetical, 1",51.43916667,-0.624722222,Windsor Forest,Oneill,1
71,879,"poetical, 1",51.43916667,-0.624722222,Windsor Forest,Robinson,1
1,877,"jews, 3",37.38333333,-5.983333333,Andalusia,Adams,3
38,877,"alcon, 3",37.38333333,-5.983333333,Andalusia,Erskine,3
42,877,"nightbefore, 2",37.38333333,-5.983333333,Andalusia,Garnett,2
51,877,"museum, 1",37.38333333,-5.983333333,Andalusia,Lennox,1
1,876,"newengland, 1",42.65833333,-71.1375,Andover,Adams,1
48,876,"account, 2",42.65833333,-71.1375,Andover,Judson,2
60,876,"gleaner, 1",42.65833333,-71.1375,Andover,Murray,1
89,876,"memoir, 2",42.65833333,-71.1375,Andover,Unknown,2
104,875,"miscpoems, 5",50.80138889,-0.541944444,Arun,Francis,5
41,875,"sonnets, 1",50.80138889,-0.541944444,Arun,Finch-B,1
81,875,"emigrants, 1; sonnets, 7",50.80138889,-0.541944444,Arun,Smith,8
104,874,"miscpoems, 1",50.85439,-0.5539,Arundel,Francis,1
19,874,"william, 3",50.85439,-0.5539,Arundel,Cavendish,3
60,874,"gleaner, 1",50.85439,-0.5539,Arundel,Murray,1
73,874,"present, 1",50.85439,-0.5539,Arundel,Rowson,1
109,872,"fancysketch, 1",37.96666667,23.71666667,Attica,Moise,1
11,872,"several, 1; tenthmuse, 2",37.96666667,23.71666667,Attica,Bradstreet,3
42,872,"nightbefore, 1",37.96666667,23.71666667,Attica,Garnett,1
93,872,"poems-tragedy, 1",37.96666667,23.71666667,Attica,West,1
46,870,"texas, 6",31.9686,-99.9018,Austin's Colony,Holley,6
1,869,"jews, 2",41.38333333,2.183333333,Barcelona,Adams,2
14,869,"reformation, 1",41.38333333,2.183333333,Barcelona,Bullard,1
29,869,"letters, 1",41.38333333,2.183333333,Barcelona,Cushing,1
60,869,"gleaner, 1",41.38333333,2.183333333,Barcelona,Murray,1
9,869,"geniad, 1",41.38333333,2.183333333,Barcelona,Benger,1
1,868,"jews, 4",47.56666667,7.6,Basil,Adams,4
116,868,"apologie, 1",47.56666667,7.6,Basil,Bacon,1
14,868,"reformation, 6",47.56666667,7.6,Basil,Bullard,6
1,867,"jews, 1",52.31666667,5.55,Batavia,Adams,1
22,867,"poems, 4",52.31666667,5.55,Batavia,Chalmers,4
44,867,"spectator03, 1",52.31666667,5.55,Batavia,Haywood,1
51,866,"museum, 6",49.43027778,2.095277778,Beauvais,Lennox,6
1,865,"newengland, 1",52.1337,-0.4577,Bedford,Adams,1
115,865,"fox, 1",52.1337,-0.4577,Bedford,Askew,1
29,865,"letters, 1",52.1337,-0.4577,Bedford,Cushing,1
6,865,"poems, 1",52.1337,-0.4577,Bedford,Barber,1
74,865,"alabama, 1",52.1337,-0.4577,Bedford,Royall,1
89,865,"witchcrafts, 1",52.1337,-0.4577,Bedford,Unknown,1
51,864,"museum, 6",45.5,-4.333333333,Biscay,Lennox,6
7,862,"lining, 2",51.51179444,-0.105758333,Bridewell,Barker,2
8,862,"widow, 1",51.51179444,-0.105758333,Bridewell,Behn,1
84,862,"revenge, 1",51.51179444,-0.105758333,Bridewell,Tattle,1
89,862,"fortunate, 1; changingscenes, 1",51.51179444,-0.105758333,Bridewell,Unknown,2
26,860,"appeal, 6",24,-71,British West Indies,Child,6
46,856,"texas, 8",28.835,-95.66472222,Cane-Brake Creek,Holley,8
26,855,"appeal, 1",-34.35805556,18.47194444,Cape Of Good Hope,Child,1
60,855,"gleaner, 1",-34.35805556,18.47194444,Cape Of Good Hope,Murray,1
73,855,"present, 3",-34.35805556,18.47194444,Cape Of Good Hope,Rowson,3
81,855,"conversations, 1",-34.35805556,18.47194444,Cape Of Good Hope,Smith,1
81,854,"manor, 6",55.1325,-6.677,CarLoraine Castle,Smith,6
30,853,"wordofgod, 3; cryingcharge, 3",51.53555556,-9.198333333,Castlehaven,Davies,6
11,852,"several, 1; tenthmuse, 1",42.26111111,44.12111111,Caucasus,Bradstreet,2
128,852,"antonius, 1; antonie, 1",42.26111111,44.12111111,Caucasus,Sidney,2
45,852,"gresford, 1",42.26111111,44.12111111,Caucasus,Holford,1
72,852,"poems, 1",42.26111111,44.12111111,Caucasus,Rowe,1
114,851,"urania, 6",37,35.5,Celicia,Wroth,6
28,850,"greencoat, 1",51.5073,-0.12755,Charing-Cross,Cowley,1
44,850,"spectator02, 1",51.5073,-0.12755,Charing-Cross,Haywood,1
64,850,"advice, 1",51.5073,-0.12755,Charing-Cross,Pennington,1
81,850,"manor, 1; whatisshe, 1",51.5073,-0.12755,Charing-Cross,Smith,2
89,850,"fortunate, 1",51.5073,-0.12755,Charing-Cross,Unknown,1
44,849,"spectator02, 1; spectator01, 2; spectator03, 1",51.4875,-0.1684,Chelsea,Haywood,4
73,849,"inquisitor, 2",51.4875,-0.1684,Chelsea,Rowson,2
19,848,"william, 5",53.23583333,-1.4275,Chesterfield,Cavendish,5
49,848,"memoir, 1",53.23583333,-1.4275,Chesterfield,Kilham,1
46,847,"texas, 6",27.3,-102.05,Coahuila,Holley,6
46,846,"texas, 6",31.9,-114.9508333,Colorado River,Holley,6
1,845,"newengland, 5",42.46027778,-71.34944444,Concord,Adams,5
129,845,"address, 1",42.46027778,-71.34944444,Concord,Gannett,1
1,844,"jews, 6",51.83333333,12.25,Dessau,Adams,6
100,842,"poems3ch, 1",50.8,-2.3,Dorset,Chudleigh,1
30,842,"blasphemous, 1",50.8,-2.3,Dorset,Davies,1
45,842,"anjou, 1",50.8,-2.3,Dorset,Holford,1
51,842,"museum, 1",50.8,-2.3,Dorset,Lennox,1
8,842,"happycoronation, 1; miscellany, 1",50.8,-2.3,Dorset,Behn,2
15,841,"case, 1",51.515,-0.122777778,Drury- Lane,Carleton,1
26,841,"appeal, 1",51.515,-0.122777778,Drury- Lane,Child,1
44,841,"spectator02, 2",51.515,-0.122777778,Drury- Lane,Haywood,2
60,841,"gleaner, 1",51.515,-0.122777778,Drury- Lane,Murray,1
89,841,"fortunate, 1",51.515,-0.122777778,Drury- Lane,Unknown,1
44,840,"spectator03, 2",51.0383,2.3775,Dunkirk,Haywood,2
7,840,"lining, 1",51.0383,2.3775,Dunkirk,Barker,1
81,840,"desmond, 3",51.0383,2.3775,Dunkirk,Smith,3
24,838,"pilgrimpeep, 6",41.3627,-71.978,Fort Of Sassacus,Cheney,6
1,837,"jews, 5",49.816,10.865,Franconia,Adams,5
51,837,"museum, 1",49.816,10.865,Franconia,Lennox,1
29,836,"letters, 3",45.04138889,-0.606666667,Garonne,Cushing,3
5,836,"works2, 2",45.04138889,-0.606666667,Garonne,Barbauld,2
81,836,"sonnets, 1",45.04138889,-0.606666667,Garonne,Smith,1
1,835,"newengland, 4",39.18333333,-77.26666667,Germantown,Adams,4
29,835,"saratoga1, 2",39.18333333,-77.26666667,Germantown,Cushing,2
28,834,"townbefore, 5",51.66666667,-3.666666667,Glamorganshire,Cowley,5
51,834,"museum, 1",51.66666667,-3.666666667,Glamorganshire,Lennox,1
86,832,"stone, 5; strange, 1",51.55,-0.058333333,Hackney,Trapnel,6
1,831,"newengland, 2",44.64777778,-63.57138889,Halifax,Adams,2
19,831,"william, 1",44.64777778,-63.57138889,Halifax,Cavendish,1
92,831,"blockheads, 2",44.64777778,-63.57138889,Halifax,Warren,2
96,831,"fallriver, 1",44.64777778,-63.57138889,Halifax,Williams,1
1,830,"newengland, 1",19,-71,Hispaniola,Adams,1
23,830,"essays, 1",19,-71,Hispaniola,Chandler,1
26,830,"appeal, 2",19,-71,Hispaniola,Child,2
70,830,"narrativelife, 1; westindies, 1",19,-71,Hispaniola,Prince,2
114,829,"urania, 6",41.2,25,Iambolly,Wroth,6
103,828,"shepherd, 1",39.7,26.83333333,Ida,Finch-A,1
112,828,"poems, 1",39.7,26.83333333,Ida,Owenson,1
36,828,"poems, 3",39.7,26.83333333,Ida,Egerton,3
