author,authorID,samID,title,year,repName,varName,count,newsamID,DisplayName,latitude,longitude
egerton,36,91,poems,1703,parnassus,parnassus,2,91,Parnassus,NA,NA
finch-a,103,91,poems,1713,parnassus,parnassus,4,91,Parnassus,NA,NA
finch-b,41,91,sonnets,1805,parnassus,parnassus,1,91,Parnassus,NA,NA
francis,104,91,miscpoems,1790,parnassus',parnassus'|parnassus,2,91,Parnassus,NA,NA
haywood,44,91,spectator04,1745,parnassus,parnassus,1,91,Parnassus,NA,NA
leapor,50,91,poems,Aug-51,parnassus,parnassus,1,91,Parnassus,NA,NA
lennox,51,91,museum,0-61,parnassus,parnassus,2,91,Parnassus,NA,NA
lickbarrow,53,91,effusions,1814,parnassus,parnassus,1,91,Parnassus,NA,NA
little,119,91,poeticalworks,1792,parnassus',parnassus'|par nassus|parnassus,4,91,Parnassus,NA,NA
moise,109,91,fancysketch,1833,parnassus,parnassus,1,91,Parnassus,NA,NA
oneill,62,91,poetical,1802,parnassus',parnassus',1,91,Parnassus,NA,NA
rowe,72,91,poems,1696,parnassus,parnassus,1,91,Parnassus,NA,NA
sigourney,79,91,aborigines,1822,parnassus,parnassus,1,91,Parnassus,NA,NA
smith,81,91,whatisshe,1799,parnassus,parnassus,1,91,Parnassus,NA,NA
tollet,85,91,poems,1756,parnassus,parnassus,1,91,Parnassus,NA,NA
wheatley,94,91,poems,1773,parnassus,parnassus,1,91,Parnassus,NA,NA
brooke,12,92,emily,1769,kent,kent,2,92,Kent,51.2,0.7
carleton,15,92,case,1663,kent,kent,3,92,Kent,51.2,0.7
carter,125,92,poems,1816,kent,kent,1,92,Kent,51.2,0.7
cary-e,17,92,edoct,1680,kent,kent,1,92,Kent,51.2,0.7
cavendish,19,92,william,1667,kent,kent,3,92,Kent,51.2,0.7
deverell,33,92,maryqueen,1792,kent,kent,4,92,Kent,51.2,0.7
finch-a,103,92,poems,1713,kent,kent,3,92,Kent,51.2,0.7
finch-b,41,92,sonnets,1805,kent,kent,1,92,Kent,51.2,0.7
grey,142,92,secretphysick,1653,kent,kent,1,92,Kent,51.2,0.7
kilham,49,92,memoir,1837,kent,kent,2,92,Kent,51.2,0.7
lennox,51,92,museum,0-61,kent,kent,9,92,Kent,51.2,0.7
murray,60,92,gleaner,1798,kent,kent,1,92,Kent,51.2,0.7
scott,77,92,advocate,1774,kent,kent,1,92,Kent,51.2,0.7
smith,81,92,desmond,1792,kent,kent,15,92,Kent,51.2,0.7
smith,81,92,conversations,1819,kent,kent,2,92,Kent,51.2,0.7
unknown,89,92,brideling,1595,kent,kent,1,92,Kent,51.2,0.7
wakefield,91,92,mental,1794,kent,kent,1,92,Kent,51.2,0.7
yearsley,97,92,goodwin,1791,kent;,kent;|kent,3,92,Kent,51.2,0.7
barbauld,5,93,works2,1826,flanders,flanders,3,93,Flanders,51,4.5
barber,6,93,poems,1734,flanders,flanders,2,93,Flanders,51,4.5
barker,7,93,lining,1726,flanders,flanders,5,93,Flanders,51,4.5
bradstreet,11,93,tenthmuse,1650,flanders,flanders,1,93,Flanders,51,4.5
bradstreet,11,93,several,1678,flanders,flanders,1,93,Flanders,51,4.5
bullard,14,93,reformation,1832,flanders,flanders,1,93,Flanders,51,4.5
cary-e,17,93,history,1680,flanders,flanders,2,93,Flanders,51,4.5
cary-e,17,93,edoct,1680,flanders,flanders,1,93,Flanders,51,4.5
cellier,20,93,maldef,1680,flanders,flanders,5,93,Flanders,51,4.5
centlivre,21,93,bewitched,1709,flanders,flanders,2,93,Flanders,51,4.5
centlivre,21,93,platlady,1707,flanders,flanders,3,93,Flanders,51,4.5
cooper,134,93,address,1770,flanders,flanders,1,93,Flanders,51,4.5
dixon,126,93,poems,1740,flanders,flanders,1,93,Flanders,51,4.5
dowriche,35,93,french,1589,flanders,flanders,1,93,Flanders,51,4.5
haywood,44,93,spectator02,1745,flanders,flanders,4,93,Flanders,51,4.5
lennox,51,93,museum,0-61,flanders,flanders,5,93,Flanders,51,4.5
murray,60,93,gleaner,1798,flanders,flanders,1,93,Flanders,51,4.5
nooth,61,93,poemsplay,1815,flanders;,flanders;,1,93,Flanders,51,4.5
owen,111,93,antipurg,1634,flanders,flanders,1,93,Flanders,51,4.5
philips-k,66,93,poems1664,1664,flanders,flanders,1,93,Flanders,51,4.5
philips-k,66,93,poems1667,1667,flanders,flanders,1,93,Flanders,51,4.5
pix,67,93,beau,1700,flanders,flanders,1,93,Flanders,51,4.5
robinson,71,93,poetical,1824,flanders,flanders,2,93,Flanders,51,4.5
smith,81,93,desmond,1792,flanders,flanders,1,93,Flanders,51,4.5
smith,81,93,manor,1793,flanders,flanders,1,93,Flanders,51,4.5
various,90,93,loveletters1,1693,flan ders,flan ders|flanders,6,93,Flanders,51,4.5
adams,1,94,jews,1812,syria,syria,13,94,Syria,35,38
barbauld,5,94,legacy,1826,syria,syria,1,94,Syria,35,38
behn,8,454,miscellany,1685,syria's,syria's,1,94,Syria,35,38
bradstreet,11,94,several,1678,syria,syria,10,94,Syria,35,38
bradstreet,11,94,tenthmuse,1650,syria,syria,11,94,Syria,35,38
brooks,13,94,zophiel1834,1834,syria,syria,4,94,Syria,35,38
cowley,28,454,poems,1813,syria's,syria's,9,94,Syria,35,38
cowley,28,94,poems,1813,syria,syria,6,94,Syria,35,38
francis,104,94,song,1781,syria,syria|syria;,5,94,Syria,35,38
francis,104,454,obsequies,1785,syria's,syria's,1,94,Syria,35,38
murray,60,94,gleaner,1798,syria,syria,1,94,Syria,35,38
sidney,128,1851,antonie,1595,siria,siria,1,94,Siria,35,38
sidney,128,1851,antonius,1592,siria,siria,1,94,Siria,35,38
wakefield,91,94,mental,1794,syria,syria,1,94,Syria,35,38
wheathill,147,94,hearbs,1584,syria,syria,1,94,Syria,35,38
aikin,2,95,epistles,1810,eden,eden,2,95,Eden,NA,NA
bannerman,117,95,poems,1800,eden,eden,1,95,Eden,NA,NA
barker,7,95,lining,1726,eden,eden,1,95,Eden,NA,NA
behn,8,95,poems-love,1684,eden,eden,1,95,Eden,NA,NA
bradstreet,11,95,tenthmuse,1650,eden,eden,1,95,Eden,NA,NA
bradstreet,11,95,several,1678,eden,eden,2,95,Eden,NA,NA
brooke,12,95,emily,1769,eden,eden,1,95,Eden,NA,NA
campbell,139,95,poems,1816,eden,eden,1,95,Eden,NA,NA
carter,125,95,poems,1816,eden,eden,2,95,Eden,NA,NA
cassan,99,95,poems,1806,eden,eden,1,95,Eden,NA,NA
chalmers,22,95,poems,1813,eden,eden,1,95,Eden,NA,NA
chandler,23,95,poetical,1845,eden,eden,1,95,Eden,NA,NA
child,26,95,appeal,1833,eden,eden,1,95,Eden,NA,NA
cushing,29,95,letters,1832,eden,eden,1,95,Eden,NA,NA
davies,30,95,warning,1625,eden,eden,1,95,Eden,NA,NA
defleury,32,95,divinepoems,1791,eden,eden,4,95,Eden,NA,NA
deverell,33,95,maryqueen,1792,eden,eden,2,95,Eden,NA,NA
dixon,126,95,poems,1740,eden,eden,1,95,Eden,NA,NA
egerton,36,95,poems,1703,eden,eden,1,95,Eden,NA,NA
fell,135,95,demonstration,1660,eden,eden,1,95,Eden,NA,NA
finch-a,103,95,poems,1713,eden,eden,2,95,Eden,NA,NA
haywood,44,95,spectator02,1745,eden,eden,2,95,Eden,NA,NA
holford,45,95,gresford,1798,eden,eden,1,95,Eden,NA,NA
holley,46,95,texas,1831,eden,eden,2,95,Eden,NA,NA
johnson,158,95,sonnets,1810,eden,eden,1,95,Eden,NA,NA
jones-m,107,95,miscellanies,1750,eden,eden,1,95,Eden,NA,NA
judson,48,95,account,1827,eden,eden,2,95,Eden,NA,NA
killigrew,150,95,poems,1686,eden,eden,1,95,Eden,NA,NA
lennox,51,95,museum,0-61,eden,eden,1,95,Eden,NA,NA
little,119,95,poeticalworks,1792,eden,eden,1,95,Eden,NA,NA
moise,109,95,fancysketch,1833,eden,eden,3,95,Eden,NA,NA
murray,60,95,gleaner,1798,eden,eden,1,95,Eden,NA,NA
plato,122,95,essays,1841,eden,eden,1,95,Eden,NA,NA
rowe,72,95,poems,1696,eden,eden,1,95,Eden,NA,NA
sigourney,79,95,aborigines,1822,eden,eden,2,95,Eden,NA,NA
smith,81,95,manor,1793,eden,eden,1,95,Eden,NA,NA
smith,81,95,conversations,1819,eden,eden,1,95,Eden,NA,NA
speght,156,95,mortmemo,1621,eden,eden,1,95,Eden,NA,NA
west,93,95,poems-tragedy,1791,eden,eden,1,95,Eden,NA,NA
adams,1,96,jews,1812,canaan,canaan,3,96,Canaan,NA,NA
barbauld,5,96,works2,1826,canaan,canaan,1,96,Canaan,NA,NA
bradstreet,11,96,tenthmuse,1650,canaan,canaan,2,96,Canaan,NA,NA
bradstreet,11,96,several,1678,canaan,canaan,1,96,Canaan,NA,NA
cary-m,18,96,doom,1651,canaan,canaan,4,96,Canaan,NA,NA
cavendish,19,96,natpix,1656,canaan,canaan,1,96,Canaan,NA,NA
cheney,24,96,pilgrimpeep,1824,canaan,canaan,2,96,Canaan,NA,NA
chidley,25,96,just,1641,canaan,canaan,1,96,Canaan,NA,NA
child,26,96,appeal,1833,canaan,canaan,1,96,Canaan,NA,NA
chudleigh,100,96,poems3ch,1703,canaan,canaan,1,96,Canaan,NA,NA
chudleigh,100,96,essays,1710,canaan,canaan,1,96,Canaan,NA,NA
defleury,32,96,divinepoems,1791,canaan,canaan,4,96,Canaan,NA,NA
evans,39,96,shortrelation,1662,canaan,canaan,1,96,Canaan,NA,NA
finch-a,103,96,poems,1713,canaan,canaan,1,96,Canaan,NA,NA
francis,104,96,song,1781,canaan,canaan,1,96,Canaan,NA,NA
killigrew,150,96,poems,1686,canaan,canaan,1,96,Canaan,NA,NA
leigh,153,96,mother,1616,canaan,canaan,1,96,Canaan,NA,NA
love,55,96,name1651,1651,canaan,canaan,1,96,Canaan,NA,NA
love,55,96,name1663,1663,canaan,canaan,1,96,Canaan,NA,NA
makin,56,96,essays,1673,canaan,canaan,1,96,Canaan,NA,NA
mortimer,120,96,job,1842,canaan,canaan,1,96,Canaan,NA,NA
owen,111,96,antipurg,1634,canaan,canaan,1,96,Canaan,NA,NA
rowson,73,96,present,1811,canaan,canaan,3,96,Canaan,NA,NA
sanders,76,96,aborigine,1829,canaan,canaan,2,96,Canaan,NA,NA
sowernam,82,96,haman,1617,canaan,canaan,2,96,Canaan,NA,NA
speght,156,96,mortmemo,1621,canaan,canaan,2,96,Canaan,NA,NA
tollet,85,96,poems,1756,canaan,canaan,1,96,Canaan,NA,NA
trapnel,86,96,stone,1654,canaan,canaan,7,96,Canaan,NA,NA
various,90,96,lampvirginity,1582,canaan,canaan|ca naan,2,96,Canaan,NA,NA
wheathill,147,96,hearbs,1584,canaan,canaan|ca naan,2,96,Canaan,NA,NA
chandler,23,390,poetical,1845,burman empire,burman empire,1,97,Burman Empire,22,96
judson,48,97,account,1827,burmah,burmah,53,97,Burmah,22,96
judson,48,2437,account,1827,burmans,burmans,2,97,Burmans,22,96
judson,48,390,account,1827,burman empire,burman empire|bur man empire,13,97,Burman Empire,22,96
judson,48,1621,account,1827,burman,burman,3,97,Burman,22,96
aikin,2,98,epistles,1810,arcadia,arcadia,1,98,Arcadia,NA,NA
barbauld,5,98,works2,1826,arcadia,arcadia,3,98,Arcadia,NA,NA
behn,8,98,miscellany,1685,arcadia,arcadia,1,98,Arcadia,NA,NA
behn,8,1045,miscellany,1685,arcadia's,arcadia's,1,98,Arcadia,NA,NA
benger,9,98,geniad,1791,arcadia,arcadia,1,98,Arcadia,NA,NA
cowley,28,98,moreways,1813,arcadia,arcadia,2,98,Arcadia,NA,NA
dixon,126,1045,poems,1740,arcadia's,arcadia's,1,98,Arcadia,NA,NA
killigrew,150,98,poems,1686,arcadia,arcadia,1,98,Arcadia,NA,NA
little,119,1045,poeticalworks,1792,arcadia's,arcadia's,1,98,Arcadia,NA,NA
robinson,71,1045,poetical,1824,arcadia's,arcadia's,1,98,Arcadia,NA,NA
smith,81,98,emigrants,1793,arcadia,arcadia,1,98,Arcadia,NA,NA
weamys,152,98,arcadia,1651,arcadia,arcadia,27,98,Arcadia,NA,NA
williams,96,1045,poems,1828,arcadia's,arcadia's,1,98,Arcadia,NA,NA
wroth,114,98,urania,1621,arcadia,arcadia,16,98,Arcadia,NA,NA
adams,1,99,jews,1812,salem,salem,1,99,Salem,42.51684444,-70.89850278
adams,1,99,newengland,1799,salem,salem,19,99,Salem,42.51684444,-70.89850278
cheney,24,99,pilgrimpeep,1824,sa lem,sa lem|salem,6,99,Salem,42.51684444,-70.89850278
child,26,99,appeal,1833,salem,salem,1,99,Salem,42.51684444,-70.89850278
defleury,32,99,divinepoems,1791,salem,salem,2,99,Salem,42.51684444,-70.89850278
francis,104,99,song,1781,salem,salem,3,99,Salem,42.51684444,-70.89850278
garnett,42,99,nightbefore,1824,salem,salem,1,99,Salem,42.51684444,-70.89850278
holford,45,99,anjou,1816,salem,salem,1,99,Salem,42.51684444,-70.89850278
judson,48,99,account,1827,salem,salem,2,99,Salem,42.51684444,-70.89850278
prince,70,99,narrativelife,1850,salem,salem,10,99,Salem,42.51684444,-70.89850278
rowe,72,99,poems,1696,salem,salem,1,99,Salem,42.51684444,-70.89850278
royall,74,99,alabama,1830,salem,salem,1,99,Salem,42.51684444,-70.89850278
tollet,85,99,poems,1756,salem,salem,1,99,Salem,42.51684444,-70.89850278
trapnel,86,99,stone,1654,salem,salem,1,99,Salem,42.51684444,-70.89850278
wheatley,94,99,poems,1773,salem,salem,2,99,Salem,42.51684444,-70.89850278
haywood,44,100,eovaai,1736,hypotofa,hypotofa,52,100,Hypotofa,NA,NA
adams,1,101,newengland,1799,dover,dover,1,101,Dover,51.1295,1.3089
barbauld,5,101,works2,1826,dover,dover,5,101,Dover,51.1295,1.3089
barker,7,101,lining,1726,dover,dover,1,101,Dover,51.1295,1.3089
boyd,132,101,variety,1727,dover,dover,1,101,Dover,51.1295,1.3089
brooke,12,101,emily,1769,dover,dover,5,101,Dover,51.1295,1.3089
carleton,15,101,case,1663,dover,dover,6,101,Dover,51.1295,1.3089
cary-e,17,101,history,1680,dover,dover,2,101,Dover,51.1295,1.3089
cary-e,17,101,edoct,1680,dover,dover,2,101,Dover,51.1295,1.3089
cavendish,19,101,william,1667,dover,dover,2,101,Dover,51.1295,1.3089
cellier,20,101,maldef,1680,dover,dover,1,101,Dover,51.1295,1.3089
cowley,28,101,runaway,1813,dover,dover,2,101,Dover,51.1295,1.3089
cowley,28,101,moreways,1813,dover,dover,1,101,Dover,51.1295,1.3089
cowley,28,101,theman,1813,dover,dover,3,101,Dover,51.1295,1.3089
danvers,101,101,oxford,1693,dover,dover,1,101,Dover,51.1295,1.3089
holford,45,101,anjou,1816,dover,dover,1,101,Dover,51.1295,1.3089
lennox,51,101,museum,0-61,dover,dover,1,101,Dover,51.1295,1.3089
murray,60,101,gleaner,1798,dover,dover,1,101,Dover,51.1295,1.3089
quigley,149,101,poems,1813,dover,dover,1,101,Dover,51.1295,1.3089
robinson,71,101,poetical,1824,dover,dover,1,101,Dover,51.1295,1.3089
royall,74,101,alabama,1830,dover,dover,1,101,Dover,51.1295,1.3089
smith,81,101,darcy,1796,dover,dover,7,101,Dover,51.1295,1.3089
smith,81,101,desmond,1792,dover,dover,2,101,Dover,51.1295,1.3089
taylor,113,101,essays,1816,dover,dover,1,101,Dover,51.1295,1.3089
williams,96,101,fallriver,1833,dover,dover,1,101,Dover,51.1295,1.3089
adams,1,102,newengland,1799,ohio,ohio,6,102,Ohio,40.5,-82.5
chandler,23,102,essays,1845,ohio,ohio,1,102,Ohio,40.5,-82.5
child,26,102,appeal,1833,ohio,ohio,4,102,Ohio,40.5,-82.5
holley,46,102,texas,1831,ohio,ohio,1,102,Ohio,40.5,-82.5
murray,60,102,gleaner,1798,ohio;,ohio;,1,102,Ohio,40.5,-82.5
royall,74,102,alabama,1830,ohio,ohio,11,102,Ohio,40.5,-82.5
sanders,76,102,aborigine,1829,ohio,ohio,1,102,Ohio,40.5,-82.5
unknown,89,102,changingscenes,1825,ohio,ohio,23,102,Ohio,40.5,-82.5
williams,96,102,fallriver,1833,ohio,ohio,1,102,Ohio,40.5,-82.5
haywood,44,103,eovaai,1736,ijaveo,ijaveo,49,103,Ijaveo,NA,NA
adams,1,104,jews,1812,euphrates,euphrates,5,104,Euphrates,31.005,47.44194444
barbauld,5,104,works2,1826,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
bradstreet,11,104,tenthmuse,1650,euphrates,euphrates,6,104,Euphrates,31.005,47.44194444
bradstreet,11,104,several,1678,euphrates,euphrates,5,104,Euphrates,31.005,47.44194444
brooks,13,104,zophiel1834,1834,euphrates',euphrates'|euphrates,15,104,Euphrates,31.005,47.44194444
brooks,13,104,zophiel1825,1825,euphrates',euphrates'|euphrates,2,104,Euphrates,31.005,47.44194444
chudleigh,100,104,poems3ch,1703,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
davies,30,104,greatbritain,1645,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
davies,30,104,warning,1625,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
finch-a,103,104,poems,1713,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
francis,104,104,song,1781,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
mortimer,120,104,job,1842,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
plato,122,104,essays,1841,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
rowe,72,104,poems,1696,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
sidney,128,104,antonie,1595,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
sidney,128,104,antonius,1592,euphrates,euphrates,1,104,Euphrates,31.005,47.44194444
tollet,85,104,poems,1756,euphrates',euphrates'|euphrates,5,104,Euphrates,31.005,47.44194444
adams,1,105,jews,1812,atlantic,atlantic,1,105,Atlantic,0,-25
adams,1,105,newengland,1799,atlantic,atlantic,3,105,Atlantic,0,-25
aikin,2,105,epistles,1810,atlantic,atlantic,1,105,Atlantic,0,-25
bannerman,117,105,poems,1800,atlantic,atlantic,3,105,Atlantic,0,-25
barbauld,5,873,legacy,1826,atlantic ocean,atlantic ocean,1,105,Atlantic Ocean,0,-25
barbauld,5,105,works2,1826,atlantic,atlantic,1,105,Atlantic,0,-25
brooke,12,105,emily,1769,atlantic,atlantic,2,105,Atlantic,0,-25
campbell,139,105,poems,1816,atlantic,atlantic,1,105,Atlantic,0,-25
chalmers,22,105,poems,1813,atlantic,atlantic,1,105,Atlantic,0,-25
cheney,24,105,pilgrimpeep,1824,atlantic,atlantic,4,105,Atlantic,0,-25
child,26,105,appeal,1833,at lantic,at lantic|atlantic|atlan tic,5,105,Atlantic,0,-25
cowley,28,105,theman,1813,atlantic,atlantic,1,105,Atlantic,0,-25
cushing,29,105,saratoga2,1824,atlantic,atlantic,2,105,Atlantic,0,-25
cushing,29,105,letters,1832,atlantic,atlantic,1,105,Atlantic,0,-25
green,43,105,romance,1810,atlantic,atlantic,1,105,Atlantic,0,-25
kilham,49,105,memoir,1837,at lantic,at lantic|atlantic,3,105,Atlantic,0,-25
lennox,51,105,museum,0-61,atlantic,atlantic,1,105,Atlantic,0,-25
moise,109,105,fancysketch,1833,atlantic,atlantic,1,105,Atlantic,0,-25
murray,60,105,gleaner,1798,atlantic,atlantic|atlan tic,6,105,Atlantic,0,-25
rowson,73,105,present,1811,at lantic,at lantic,1,105,Atlantic,0,-25
rowson,73,873,present,1811,atlantic ocean,atlantic ocean|at lantic ocean,2,105,Atlantic Ocean,0,-25
sanders,76,105,aborigine,1829,atlantic,atlantic,3,105,Atlantic,0,-25
sigourney,79,105,aborigines,1822,atlantic,atlantic,2,105,Atlantic,0,-25
smith,81,105,conversations,1819,atlantic,atlantic,1,105,Atlantic,0,-25
smith,81,873,conversations,1819,atlantic ocean,atlantic ocean,1,105,Atlantic Ocean,0,-25
smith,81,873,manor,1793,atlantic ocean,atlantic ocean,1,105,Atlantic Ocean,0,-25
taylor,113,873,essays,1816,atlantic ocean,atlantic ocean,1,105,Atlantic Ocean,0,-25
tollet,85,105,poems,1756,atlantic,atlantic,1,105,Atlantic,0,-25
warren,92,105,group,1775,atlantic,atlantic,1,105,Atlantic,0,-25
wheatley,94,105,poems,1773,atlantic,atlantic,1,105,Atlantic,0,-25
williams,96,105,poems,1828,atlantic,atlantic,1,105,Atlantic,0,-25
adams,1,106,jews,1812,west indies,west indies,1,106,West Indies,24,-71
adams,1,106,newengland,1799,west-in dies,west-in dies|west-indies,6,106,West Indies,24,-71
adams,1,401,jews,1812,west india,west india,1,106,West India,24,-71
adams,1,450,newengland,1799,west-india islands,west-india islands,3,106,West-India Islands,24,-71
adams,1,401,newengland,1799,west-india,west-india,2,106,West India,24,-71
barbauld,5,401,works2,1826,west india,west india,1,106,West India,24,-71
cavendish,19,106,fancies,1653,west indies,west indies,1,106,West Indies,24,-71
cavendish,19,106,olio,1655,west-indies,west-indies,1,106,West Indies,24,-71
chandler,23,450,essays,1845,west india islands,west india islands,1,106,West-India Islands,24,-71
chandler,23,106,essays,1845,west indies,west indies,1,106,West Indies,24,-71
child,26,450,appeal,1833,west india islands,west india islands,3,106,West-India Islands,24,-71
child,26,106,appeal,1833,west indies,west indies,13,106,West Indies,24,-71
child,26,401,appeal,1833,west india,west india,5,106,West India,24,-71
cowley,28,106,theman,1813,west indies,west indies,2,106,West Indies,24,-71
green,43,401,romance,1810,west-india,west-india,1,106,West India,24,-71
green,43,106,romance,1810,west indies,west indies,1,106,West Indies,24,-71
haywood,44,106,spectator03,1745,west-indies,west-indies,1,106,West Indies,24,-71
haywood,44,106,spectator02,1745,west indies,west indies|west-indies,2,106,West Indies,24,-71
holley,46,106,texas,1831,west indies,west indies,1,106,West Indies,24,-71
kilham,49,106,memoir,1837,west indies,west indies,3,106,West Indies,24,-71
kilham,49,450,memoir,1837,west india islands,west india islands,1,106,West-India Islands,24,-71
lennox,51,106,museum,0-61,west indies,west indies,1,106,West Indies,24,-71
murray,60,401,gleaner,1798,west-india,west-india,2,106,West India,24,-71
murray,60,106,gleaner,1798,west-indies,west-indies,2,106,West Indies,24,-71
prince,70,450,narrativelife,1850,west india islands,west india islands,1,106,West-India Islands,24,-71
prince,70,106,narrativelife,1850,west indies,west indies,2,106,West Indies,24,-71
prince,70,450,westindies,1841,west india islands,west india islands,2,106,West-India Islands,24,-71
rowson,73,106,present,1811,west indies,west indies,1,106,West Indies,24,-71
smith,81,106,conversations,1819,west indies,west indies|west-indies,3,106,West Indies,24,-71
smith,81,106,desmond,1792,west in dies,west in dies|west-indies,2,106,West Indies,24,-71
trench,87,106,thoughts,1837,west indies,west indies,1,106,West Indies,24,-71
wakefield,91,401,mental,1794,west-india,west-india,1,106,West India,24,-71
wakefield,91,106,mental,1794,west-in dies,west-in dies|west-indies,3,106,West Indies,24,-71
barbauld,5,107,poems,1773,thames,thames,1,107,Thames,51.4989,0.6087
barbauld,5,107,works1,1826,thames,thames,4,107,Thames,51.4989,0.6087
barbauld,5,107,works2,1826,thames,thames,3,107,Thames,51.4989,0.6087
barbauld,5,107,legacy,1826,thames,thames,3,107,Thames,51.4989,0.6087
barker,7,107,recreations,1688,thames,thames,2,107,Thames,51.4989,0.6087
behn,8,107,patient,1678,thames,thames,1,107,Thames,51.4989,0.6087
behn,8,107,miscellany,1685,thames,thames,2,107,Thames,51.4989,0.6087
behn,8,107,happycoronation,1685,thames,thames,1,107,Thames,51.4989,0.6087
carter,125,107,poems,1816,thames,thames,1,107,Thames,51.4989,0.6087
cowley,28,107,poems,1813,thames,thames,1,107,Thames,51.4989,0.6087
elizabeth,37,107,tilburyaske,1588,thames,thames,2,107,Thames,51.4989,0.6087
francis,104,107,miscpoems,1790,thames,thames,1,107,Thames,51.4989,0.6087
green,43,107,romance,1810,thames,thames,1,107,Thames,51.4989,0.6087
leapor,50,107,poems2,1751,thames,thames,1,107,Thames,51.4989,0.6087
lennox,51,107,museum,0-61,thames,thames,6,107,Thames,51.4989,0.6087
murray,60,107,gleaner,1798,thames;,thames;|thames,3,107,Thames,51.4989,0.6087
oneill,62,107,poetical,1802,thames,thames,1,107,Thames,51.4989,0.6087
philips-k,66,107,pompey,1663,thames,thames,1,107,Thames,51.4989,0.6087
plato,122,107,essays,1841,thames,thames,1,107,Thames,51.4989,0.6087
smith,81,107,sonnets,1797,thames,thames,1,107,Thames,51.4989,0.6087
smith,81,107,conversations,1819,thames,thames,4,107,Thames,51.4989,0.6087
tattle,84,107,revenge,1640,thames,thames,1,107,Thames,51.4989,0.6087
tollet,85,107,poems,1756,thames,thames,1,107,Thames,51.4989,0.6087
wheatley,94,107,poems,1773,thames,thames,2,107,Thames,51.4989,0.6087
whitney,123,107,nosegay,1573,thames,thames,1,107,Thames,51.4989,0.6087
williams,96,107,farewell,1791,thames,thames,1,107,Thames,51.4989,0.6087
yearsley,97,107,goodwin,1791,thames,thames,1,107,Thames,51.4989,0.6087
adams,1,108,newengland,1799,pennsylvania,pennsylvania|pennsylva nia|penn sylvania,14,108,Pennsylvania,41,-77.5
adams,1,108,jews,1812,pennsylvania,pennsylvania,1,108,Pennsylvania,41,-77.5
chandler,23,108,poetical,1845,pennsylvania,pennsylvania,2,108,Pennsylvania,41,-77.5
child,26,108,appeal,1833,pennsylvania,pennsylvania|penn sylvania,7,108,Pennsylvania,41,-77.5
cushing,29,108,saratoga1,1824,pennsylvania,pennsylvania|penn sylvania,3,108,Pennsylvania,41,-77.5
murray,60,108,gleaner,1798,pennsylvania,pennsylvania|pennsylvania;,7,108,Pennsylvania,41,-77.5
rowson,73,108,present,1811,pennsylvania,pennsylvania,1,108,Pennsylvania,41,-77.5
royall,74,108,alabama,1830,pennsylvania,pennsylvania|penn sylvania,3,108,Pennsylvania,41,-77.5
sigourney,79,108,aborigines,1822,pennsylvania,pennsylvania,1,108,Pennsylvania,41,-77.5
unknown,89,108,memoir,1832,pennsylvania,pennsylvania,1,108,Pennsylvania,41,-77.5
unknown,89,108,changingscenes,1825,pennsylvania,pennsylvania|pennsylva nia|penn sylvania,8,108,Pennsylvania,41,-77.5
royall,74,109,alabama,1830,huntsville,huntsville|hunts ville,48,109,Huntsville,34.73,-86.585
adams,1,110,jews,1812,corinth,corinth,2,110,Corinth,37.93333333,22.93333333
barbauld,5,110,legacy,1826,corinth,corinth,1,110,Corinth,37.93333333,22.93333333
bradstreet,11,110,several,1678,corinth,corinth,1,110,Corinth,37.93333333,22.93333333
bradstreet,11,110,tenthmuse,1650,corinth,corinth,1,110,Corinth,37.93333333,22.93333333
brooks,13,110,zophiel1825,1825,corinth,corinth,1,110,Corinth,37.93333333,22.93333333
chidley,25,110,newyeares,1645,corinth,corinth,1,110,Corinth,37.93333333,22.93333333
francis,104,2361,obsequies,1785,corinth's,corinth's,1,110,Corinth,37.93333333,22.93333333
haywood,44,110,eovaai,1736,corinth,corinth,1,110,Corinth,37.93333333,22.93333333
liddiard,54,110,sgelaighe,1811,corinth,corinth,4,110,Corinth,37.93333333,22.93333333
sidney,128,110,discourse,1592,corinth,corinth,1,110,Corinth,37.93333333,22.93333333
tattle,84,110,revenge,1640,corinth,corinth,1,110,Corinth,37.93333333,22.93333333
weamys,152,2361,arcadia,1651,corinths,corinths,1,110,Corinth,37.93333333,22.93333333
weamys,152,110,arcadia,1651,corinth,corinth,12,110,Corinth,37.93333333,22.93333333
wroth,114,110,urania,1621,co rinth,co rinth|corinth,22,110,Corinth,37.93333333,22.93333333
wroth,114,1590,urania,1621,co rinthia,co rinthia|corinthia,3,110,Corinthia,37.93333333,22.93333333
child,26,111,appeal,1833,tennessee,tennessee,5,111,Tennessee,36,-86
royall,74,111,alabama,1830,ten nessee,ten nessee|tennessee,37,111,Tennessee,36,-86
