simpleName,repList,,count,samID,newsamID,comments,latitude,longitude,uniqIDnowuseless,DisplayName
stanneharborjamaica,"st. anne harbor, jamaica|st anne harbor jamaica",,2,1828,1828,,18.2,-77.467,1828,"St. Anne Harbor, Jamaica"
stalbons,st. al bons|st. albon's,,2,1829,1829,,51.755,-0.336,1829,St. Albons
stalamine,sta lamine,,2,1830,1830,,39.91666667,25.25,1830,Stalamine
stalamina,stalamina,,2,1831,1831,lemnos,39.91666667,25.25,1831,Stalamina
squamscotfalls,squamscot falls,,2,1832,1832,,43.06194444,-70.90694444,1832,Squamscot Falls
sprucerun,spruce run,,2,1833,1833,,40.70861111,-74.92222222,1833,Spruce Run
spitzbergen,spitzbergen,,2,1834,1834,,78.75,16,1834,Spitzbergen
spire,spire,,2,1835,1835,unable to identify,NA,NA,1835,Spire
sperchius,sperchius,,2,1836,1836,,38.86388889,22.57638889,1836,Sperchius
spanishnetherlands,spanish-netherlands,,2,1838,1838,,51.13333333,4.566666667,1838,Spanish-Netherlands
southmarketstreet,south market street,,2,1841,1841,frontmatter,NA,NA,1841,South Market Street
southdowns,south downs,,3,1842,1842,,50.91666667,-0.5,1842,South Downs
southcoteabbey,southcote abbey,,2,1843,1843,,51.4419,-1.0114,1843,Southcote Abbey
southbritain,south britain,,2,1844,1844,too vague,NA,NA,1844,South Britain
solyma,solyma,,2,1846,1846,unable to identify,NA,NA,1846,Solyma
soissons,soissons|sois sons,,2,1847,1847,,49.3817,3.3236,1847,Soissons
sodoms,sodoms,,2,1848,1848,biblical place,NA,NA,1848,Sodoms
sipylus,sipylus,,2,1852,1852,,38.56722222,27.45472222,1852,Sipylus
silesia,silesia,,2,1853,1853,,51.6,17.2,1853,Silesia
sihor,sihor,,2,1854,1854,biblical place,NA,NA,1854,Sihor
siena,siena,,2,1855,1855,,43.31861111,11.33055556,1855,Siena
siameshisstreete,s.iames his streete,,2,1856,1856,,51.50694444,-0.139722222,1856,S.Iames His Streete
shittim,shittim,,2,1857,1857,biblical place,NA,NA,1857,Shittim
shenandoah,shenandoah,,2,1858,1858,,39.32260278,-77.72776944,1858,Shenandoah
shawomet,shawomet,,2,1859,1859,,41.71813889,-71.37222222,1859,Shawomet
sharons,sharon's,,2,1860,1860,biblical place,NA,NA,1860,Sharon
shaftsburys,shaftsburys,,2,1861,1861,not a place,NA,NA,1861,Shaftsburys
sephora,sephora,,2,1863,1863,biblical place,NA,NA,1863,Sephora
selby,selby,,2,1864,1864,,53.78178889,-1.070308333,1864,Selby
seir,seir,,2,1865,1865,,30.1843,35.3166,1865,Seir
scone,scone,,2,1868,1868,,56.418,-3.404,1868,Scone
schooleysmountain,schooley's mountain,,2,1869,1869,,40.82926667,-74.79349722,1869,Schooley's Mountain
schonaugia,schonaugia,,2,1870,1870,,49.43583333,8.809444444,1870,Schonaugia
schiras,schiras,,2,1871,1871,,29.61666667,52.53333333,1871,Schiras
scaw,scaw,,2,1872,1872,,60.825,-0.791,1872,Scaw
scandinavia|scandinavias,scandinavia|scandinavia's,,4,1874|1873,1873,|,65.52813889,16.35247222,1874|1873,Scandinavia
saxaford,saxaford,,2,1875,1875,,60.8275,-0.841111111,1875,Saxaford
savannariver,savanna river,,2,1877,1877,,32.03777778,-80.85,1877,Savanna River
saugar,saugar,,2,1878,1878,,21.51416667,87.88072222,1878,Saugar
satawket,satawket,,2,1879,1879,,40.93,-73.10194444,1879,Satawket
sarum,sarum,,2,1880,1880,,51.09255,-1.8075,1880,Sarum
saragossa,saragossa,,2,1882,1882,,41.65,-0.883333333,1882,Saragossa
sanquintines,sanquintines,,2,1883,1883,unable to identify,NA,NA,1883,Sanquintines
sanpatricio,san patricio,,2,1884,1884,,22.95572222,-81.41722222,1884,San Patricio
sanjacintorivers,san jacinto rivers,,2,1885,1885,,29.54694444,-94.94805556,1885,San Jacinto Rivers
sandyhook,sandy- hook,,2,1886,1886,,41.42,-73.28194444,1886,Sandy- Hook
sandwich,sandwich,,2,1887,1887,,51.27471944,1.338880556,1887,Sandwich
sanbernard,san ber nard,,2,1888,1888,,29.05216667,-95.66894444,1888,San Bernard
sana,sana,,2,1889,1889,,15.34833333,44.20638889,1889,Sana
saleve,saleve,,2,1891,1891,,46.09416667,6.140277778,1891,Saleve
salamis,salamis,,2,1892,1892,,37.93333333,23.5,1892,Salamis
saintremy,saint remy,,2,1893,1893,,43.79,4.8325,1893,Saint Remy
saintmarys,saint-mary's,,2,1894,1894,in Erskine--appears to be a text no longer in the corpus?,NA,NA,1894,Saint-Mary's
saintjamessstreet,saint james's street,,2,1895,1895,,51.50694444,-0.139722222,1895,Saint James's Street
saintgermain,saint germain,,2,1896,1896,,48.89805556,2.096388889,1896,Saint Germain
saham,saham,,2,1897,1897,unable to identify,NA,NA,1897,Saham
rye,rye,,2,1898,1898,,50.95,0.73,1898,Rye
rydall,rydall,,2,1899,1899,,54.44694444,-2.996388889,1899,Rydall
rutlandshire,rutlandshire,,2,1900,1900,,52.65,-0.633333333,1900,Rutlandshire
rueroyale,rue royale,,2,1901,1901,,48.86786111,2.322888889,1901,Rue Royale
ruedechapeaurouge,rue de chapeau rouge,,2,1902,1902,,44.84513889,-0.57825,1902,Rue De Chapeau Rouge
ruedecastiglioni,rue de castiglioni,,2,1903,1903,,48.86577778,2.327694444,1903,Rue De Castiglioni
ruedaix,rue d'aix,,2,1904,1904,,48.87086111,2.36925,1904,Rue D'Aix
rozoy,rozoy,,2,1905,1905,,48.6833,2.9667,1905,Rozoy
rosny,rosny,,2,1906,1906,,48.8667,2.4833,1906,Rosny
rose,rose,,2,1908,1908,unable to identify,NA,NA,1908,Rose
roscommon|roscomon,roscom mon|roscomon,,4,1910|1909,1910,|,53.75,-8.25,1910|1909,Roscommon
rosamondspond,rosamond's pond,,2,1911,1911,,51.50166667,-0.131944444,1911,Rosamond's Pond
rosalva,rosalva,,2,1912,1912,unable to identify,NA,NA,1912,Rosalva
rocher,rocher,,2,1914,1914,,43.95277778,4.807722222,1914,Rocher
riversavannah,river savannah,,2,1916,1916,,32.03777778,-80.85,1916,River Savannah
riverpiscataqua,river piscataqua,,2,1917,1917,,43.05611111,-70.70305556,1917,River Piscataqua
riverdelaware,river delaware,,2,1918,1918,,39.42027778,-75.51972222,1918,River Delaware
rivercharles,river charles,,2,1919,1919,,42.37055556,-71.05361111,1919,River Charles
richmondgreen,richmond-green,,2,1921,1921,,51.46166667,-0.306944444,1921,Richmond-Green
resen,resen,,2,1923,1923,biblical place,NA,NA,1923,Resen
ree,ree,,2,1924,1924,unable to identify,NA,NA,1924,Ree
redbank,red bank,,2,1925,1925,,40.34869722,-74.06647222,1925,Red Bank
reading,read ing|reading,,2,1926,1926,,51.45416667,-0.973055556,1926,Reading
ratisbon,ratisbon,,2,1927,1927,,49.01666667,12.08333333,1927,Ratisbon
rangoonriver,rangoon river,,2,1928,1928,,16.46666667,96.33333333,1928,Rangoon River
rama,rama,,2,1929,1929,biblical place,NA,NA,1929,Rama
rainbowcoffeehouse,rainbow-coffee-house,,2,1930,1930,,51.5137,-0.1111,1930,Rainbow-Coffee-House
quito,quito,,2,1931,1931,,-0.233333333,-78.51666667,1931,Quito
quaidestclair,quai de st. clair,,2,1932,1932,,45.78916667,4.855833333,1932,Quai De St. Clair
putney,putney,,2,1933,1933,,51.4649,-0.2211,1933,Putney
prudhoe,prudhoe,,2,1934,1934,,54.961,-1.849,1934,Prudhoe
providenceplantation|providenceplantations,providence plantation|provi dence plantations|providence plantations,,4,1936|1935,1936,|,41.7,-71.5,1936|1935,Providence Plantation
propontis,propontis,,2,1938,1938,,40.68666667,28.31861111,1938,Propontis
powishouse,powis-house,,2,1939,1939,,51.52194444,-0.119722222,1939,Powis-House
potomac,potomac,,2,1940,1940,,37.99916667,-76.24972222,1940,Potomac
portuguesetown,portuguese town,,2,1941,1941,near freetown,8.484444444,-13.23444444,1941,Portuguese Town
portarlington,portarling ton,,2,1943,1943,,53.16,-7.19,1943,Port Arlington
pontefret,pontefret,,2,1944,1944,,53.691,-1.312,1944,Pontefret
pons,pons,,2,1945,1945,,45.5811,-0.5469,1945,Pons
plymouthcolony,plymouth colony,,2,1946,1946,,41.845,-70.7387,1946,Plymouth Colony
plinlimmon,plinlimmon,,2,1947,1947,,52.4675,-3.7828,1947,Plinlimmon
placegralin,place gralin,,2,1948,1948,,47.21305556,-1.562222222,1948,Place Gralin
placedupalaisroyal,place du palais royal,,2,1949,1949,,48.86333333,2.336944444,1949,Place Du Palais Royal
placedumusee,place du musee,,2,1950,1950,unable to identify,NA,NA,1950,Place Du Musee
placeduchatelet,place du chatelet,,2,1951,1951,,48.85763889,2.347361111,1951,Place Du Chatelet
placedetourny,place de tourny,,2,1952,1952,,44.84513889,-0.57825,1952,Place De Tourny
placedesvictoires,place des victoires,,2,1953,1953,,48.86583333,2.341111111,1953,Place Des Victoires
placedelabourse,place de la bourse,,2,1954,1954,,44.8415,-0.57,1954,Place De La Bourse
placedelabastille,place de la bastille,,2,1955,1955,,48.85313889,2.369111111,1955,Place De La Bastille
placedegreve,place de greve,,2,1956,1956,,48.85666667,2.351388889,1956,Place De Greve
placedauphine,place dauphine,,2,1957,1957,,48.85653889,2.342427778,1957,Place Dauphine
placedarmes,place d'armes,,2,1958,1958,,48.8048,2.1203,1958,Place D'Armes
pitcairnegreen,pi'tcairne green|pitcairne green,,2,1959,1959,,56.4264,-3.5178,1959,Pitcairne Green
pisgah|pisgahs,pisgah|pisgah's,,4,1961|1960,1961,|biblical place,42.36527778,-71.65777778,1961|1960,Pisgah
pigsarred,pigsarred,,2,1963,1963,unable to identify,NA,NA,1963,Pigsarred
piemount,piemount,,2,1964,1964,not a place: title,NA,NA,1964,Piemount
piedmont,piedmont,,2,1965,1965,does not pass threshhold,NA,NA,1965,Piedmont
pickersdane,pickersdane,,2,1966,1966,,51.1803,0.9547,1966,Pickersdane
phoenicia|phoenicias,phoenicia|phoenicia's,,4,1969|1968,1969,|,34.12361111,35.65111111,1969|1968,Phoenicia
philippi,philippi,,2,1970,1970,,41.01305556,24.28638889,1970,Philippi
phasis,phasis'|phasis,,2,1971,1971,,42.15,41.6667,1971,Phasis'
pesenas,pesenas,,2,1973,1973,,43.4606,3.4236,1973,Pesenas
pella,pella,,2,1975,1975,,40.75466944,22.52105,1975,Pella
pekin,pekin,,2,1976,1976,,39.91666667,116.3833333,1976,Pekin
pearlstreet,pearl-street,,2,1977,1977,,40.70971944,-74.00684167,1977,Pearl-Street
pavia,pavia,,2,1978,1978,,45.18333333,9.15,1978,Pavia
paulushook,paulus hook,,2,1979,1979,,40.71685,-74.03788889,1979,Paulus Hook
paulsstreet,paul's street,,2,1980,1980,unable to identify,NA,NA,1980,Paul's Street
paulscross,pauls cross,,2,1981,1981,,51.5142,-0.0978,1981,Pauls Cross
pathros,pathros,,2,1982,1982,biblical place,NA,NA,1982,Pathros
passy,passy,,2,1983,1983,,48.85711111,2.284136111,1983,Passy
passocavallo,passo cavallo,,2,1984,1984,,28.56555556,-96.21,1984,Passo Cavallo
passau,passau,,2,1985,1985,,48.56666667,13.46666667,1985,Passau
parths,parth's,,2,1986,1986,historical empire,NA,NA,1986,Parth
parthia,parthia,,2,1987,1987,historical empire,NA,NA,1987,Parthia
paramaribo,paramaribo,,2,1988,1988,,5.852222222,-55.20388889,1988,Paramaribo
pantheon,pan theon|pantheon,,2,1989,1989,not a place,NA,NA,1989,Pantheon
palma,palma,,2,1990,1990,,28.66666667,-17.86666667,1990,Palma
palatine,palatine,,2,1992,1992,"title, not a place",NA,NA,1992,Palatine
pahtsooandoung,pahtsooan- doung,,2,1993,1993,unable to identify,NA,NA,1993,Pahtsooan-Doung
pahgan,pah-gan,,2,1994,1994,,21.16666667,94.86666667,1994,Pah-Gan
oysterriver,oyster river,,2,1996,1996,,43.12138889,-70.86527778,1996,Oyster River
oxus,oxus,,2,1997,1997,,44.10833333,59.68111111,1997,Oxus
oxfordstreet,oxford street,,2,1999,1999,,51.51531111,-0.142025,1999,Oxford Street
ouvah,ouvah,,2,2000,2000,,6.866666667,80.7,2000,Ouvah
ormus,ormus,,2,2001,2001,,26.56666667,56.25,2001,Ormus
orielton,orielton,,2,2002,2002,,51.6528,-4.9585,2002,Orielton
orbe,orbe,,2,2003,2003,,46.73333333,6.566666667,2003,Orbe
oranges,orange's,,2,2004,2004,too vague,NA,NA,2004,Orange
ophirs,ophir's,,2,2005,2005,biblical place,NA,NA,2005,Ophir
ontarios,ontario's,,2,2006,2006,,50,-85,2006,Ontario
ontario,ontario,,2,2007,2007,,50,-85,2007,Ontario
olympia,olympia,,2,2008,2008,mythical place,NA,NA,2008,Olympia
olmutz,olmutz,,2,2009,2009,,49.59388889,17.25083333,2009,Olmutz
olivet,olivet,,2,2010,2010,biblical place,NA,NA,2010,Olivet
oldenburg,oldenburg,,2,2011,2011,,53.14388889,8.213888889,2011,Oldenburg
oldbaily,old baily,,2,2012,2012,,51.51569167,-0.101919444,2012,Old Baily
odingmau,o-ding- mau,,2,2013,2013,,21.9,96.05,2013,O-Ding-Mau
norwalk,norwalk,,2,2015,2015,,41.09388889,-73.41972222,2015,Norwalk
norton,norton,,2,2016,2016,unable to identify,NA,NA,2016,Norton
northcurry,north-cur ry,,2,2018,2018,,51.0248,-2.9638,2018,North Curry
noddlesisland,noddle's island,,2,2019,2019,,42.379,-71.035,2019,Noddle's Island
niniue,niniue,,2,2020,2020,biblical place,NA,NA,2020,Niniue
nicca,nicca,,2,2021,2021,unable to identify,NA,NA,2021,Nicca
newspain,new-spain|new spain,,2,2022,2022,,23,-102,2022,New Spain
newsouthwales,new south wales,,2,2023,2023,,-32,147,2023,New South Wales
newington,newington,,2,2024,2024,,51.4988,-0.0901,2024,Newington
newholland,new holland,,2,2025,2025,,-32,147,2025,New Holland
brunswick|newbrunswick,brunswick|new-brunswick|new brunswick,,6,NA|2026,2026,"In New Jersey. Disambiguated from Brunswick, Germany|",40.486678,-74.444414,NA|2026,Brunswick
newbondstreet,new bond-street,,2,2027,2027,,51.5126,-0.1448,2027,New Bond-Street
nevis,nevis,,2,2028,2028,,17.15,-62.58333333,2028,Nevis
neustrias,neustria's,,2,2029,2029,,48.88,0.17,2029,Neustria
neucesriver,neuces river,,2,2030,2030,,27.83777778,-97.48944444,2030,Neuces River
nessa,nessa,,2,2031,2031,,57.48333333,-4.233333333,2031,Nessa
narragansetts,narragansetts,,2,2032,2032,not a place,NA,NA,2032,Narragansetts
nanci,nanci,,2,2033,2033,,48.6936,6.1846,2033,Nanci
naaman,naaman,,2,2034,2034,not a place!,NA,NA,2034,Naaman
musselburgh,musselburgh,,2,2036,2036,only in subscriber list,NA,NA,2036,Musselburgh
muskingum,muskingum,,2,2037,2037,,39.97,-81.95,2037,Muskingum
munster,munster,,2,2038,2038,,52.25,-9,2038,Munster
mudisland,mud-island,,2,2039,2039,,40.056,-74.969,2039,Mud-Island
mountvernon,mount vernon,,2,2040,2040,,38.708,-77.0861,2040,Mount Vernon
mounttirzah,mount tirzah,,2,2041,2041,fictional place,NA,NA,2041,Mount Tirzah
mountsipylus,mount sipylus,,2,2042,2042,,38.56722222,27.45472222,2042,Mount Sipylus
mountparnassus,mount parnassus,,2,2043,2043,mythical place,NA,NA,2043,Mount Parnassus
mountmellick,mountmellick,,2,2044,2044,,53.11628333,-7.324102778,2044,Mountmellick
mountindependence,mount independence,,2,2045,2045,,43.8258,-73.3817,2045,Mount Independence
mounthermon,mount hermon,,2,2046,2046,biblical place,NA,NA,2046,Mount Hermon
mounthecla,mount hecla,,2,2047,2047,,63.98333333,-19.7,2047,Mount Hecla
mountgileads,mount gilead's,,2,2048,2048,biblical place,NA,NA,2048,Mount Gilead
mountcarmels,mount carmel's,,2,2049,2049,biblical place,NA,NA,2049,Mount Carmel
mountcaluarie,mount caluarie,,2,2050,2050,biblical place,NA,NA,2050,Mount Caluarie
morvens,morven's,,2,2052,2052,fictional place,NA,NA,2052,Morven
morven,morven,,2,2053,2053,fictional place,NA,NA,2053,Morven
morriscounty,morris county,,2,2054,2054,,40.87,-74.55,2054,Morris County
moriah,moriah,,2,2055,2055,biblical place,NA,NA,2055,Moriah
morenas,morena's,,2,2056,2056,,38.36666667,-3.833333333,2056,Morena
morcham,morcham,,2,2057,2057,morecambe?,54.073,-2.87,2057,Morcham
mooreslypark,mooresly park,,2,2058,2058,unable to identify,NA,NA,2058,Mooresly Park
monterrey,monterrey,,2,2059,2059,,25.66666667,-100.3,2059,Monterrey
montereau,montereau,,2,2060,2060,,48.3853,2.9508,2060,Montereau
montague,montague,,2,2061,2061,not a place!,NA,NA,2061,Montague
monroe,monroe,,2,2062,2062,,31.57083333,-87.36972222,2062,Monroe
modina,modina,,2,2063,2063,,44.64694444,10.92555556,2063,Modina
mizpehs,mizpeh's,,2,2064,2064,biblical place,NA,NA,2064,Mizpeh
minorca,minorca,,2,2065,2065,,39.96666667,4.083333333,2065,Minorca
miltonuponswale,milton upon swale,,2,2066,2066,,51.34,0.74,2066,Milton Upon Swale
milton,milton,,2,2067,2067,massachusetts,42.25,-71.06666667,2067,Milton
miletus,miletus,,2,2069,2069,,37.53027778,27.27833333,2069,Miletus
midian,midian,,2,2070,2070,biblical place,NA,NA,2070,Midian
middleburgh,middleburgh,,2,2071,2071,,51.5,3.616666667,2071,Middleburgh
methymna,methymna,,2,2072,2072,,39.36666667,26.16666667,2072,Methymna
meteline,meteline,,2,2073,2073,,37.16666667,22,2073,Meteline
messaena,messaena,,2,2074,2074,,38.18333333,15.55,2074,Messaena
merseys,mersey's,,2,2075,2075,,53.45,-3.033,2075,Mersey
merrimack,merrimack,,2,2076,2076,,42.81944444,-70.81194444,2076,Merrimack
meroe,meroe,,2,2077,2077,,16.93333333,33.72638889,2077,Meroe
mentz,mentz,,2,2078,2078,,50,8.266666667,2078,Mentz
melun,melun,,2,2079,2079,,48.5406,2.66,2079,Melun
medfield,medfield,,2,2081,2081,,42.1875,-71.30694444,2081,Medfield
medes,medes,,2,2082,2082,median kingdom--too vague,NA,NA,2082,Medes
matlock,matlock,,2,2084,2084,"in africa, Kilham: unable to identify",NA,NA,2084,Matlock
marybone,marybone,,2,2086,2086,,51.5215,-0.15,2086,Marybone
mariamne,mariamne,,2,2087,2087,place near jerusalem,31.78333333,35.21666667,2087,Mariamne
mantinia,mantinia,,2,2088,2088,,37.61764167,22.39286944,2088,Mantinia
mantinea,mantinea,,2,2089,2089,,37.61764167,22.39286944,2089,Mantinea
mante,mante,,2,2090,2090,,48.9908,1.7172,2090,Mante
manipa,manipa,,2,2091,2091,,-3.283333333,127.55,2091,Manipa
mandingo,mandingo,,2,2092,2092,"coords for ""east africa""",12,3,2092,Mandingo
manchestersquare,manchester square,,2,2093,2093,,51.5167,-0.152719444,2093,Manchester Square
malmsbury,malmsbury,,2,2094,2094,,51.584,-2.098,2094,Malmsbury
majorca,majorca,,2,2095,2095,,39.61666667,2.983333333,2095,Majorca
lyuadia,lyuadia,,2,2096,2096,,44.47083333,34.14388889,2096,Lyuadia
lynn,lynn,,2,2097,2097,,42.46666667,-70.95,2097,Lynn
lydda,lydda,,2,2098,2098,,31.95194444,34.88805556,2098,Lydda
luxemburgh,luxemburgh,,2,2100,2100,,49.81444444,6.131666667,2100,Luxemburgh
luxembourggardens,luxembourg gar dens,,2,2101,2101,,49.81444444,6.131666667,2101,Luxembourg Gardens
lutterworth,lutterworth,,2,2102,2102,,52.456,-1.2,2102,Lutterworth
lud,lud,,2,2103,2103,biblical place,NA,NA,2103,Lud
lounnon,lounnon,,2,2104,2104,unable to identify,NA,NA,2104,Lounnon
louisville,louisville,,2,2105,2105,,38.22533333,-85.74166667,2105,Louisville
longleat,long-leat,,2,2107,2107,,51.1858,-2.2744,2107,Long-Leat
longacre,long-acre,,2,2108,2108,,51.513,-0.1246,2108,Long-Acre
lodore,lodore,,2,2109,2109,,54.5576,-3.1378,2109,Lodore
lodi,lodi,,2,2110,2110,,45.3167,9.5,2110,Lodi
lochlevin,lochlevin,,2,2111,2111,,56.20018889,-3.379630556,2111,Lochlevin
lochend,lochend,,2,2112,2112,,55.95972222,-3.159722222,2112,Lochend
llanberispass,llanberis pass,,2,2113,2113,,53.0903,-4.0517,2113,Llanberis Pass
liuadia,liuadia,,2,2114,2114,,44.47083333,34.14388889,2114,Liuadia
littlebridge,little bridge,,2,2115,2115,unable to identify,NA,NA,2115,Little Bridge
litchfield,litchfield,,2,2116,2116,,52.6835,-1.826530556,2116,Litchfield
liguria,liguria,,2,2118,2118,,44.45,8.766666667,2118,Liguria
liffy,liffy,,2,2119,2119,,53.35,-6.266666667,2119,Liffy
leytimor,leytimor,,2,2121,2121,,-3.7,128.1666667,2121,Leytimor
lescure,lescure,,2,2122,2122,,43.5,1.333333333,2122,Lescure
lerocher,le rocher,,2,2123,2123,,43.7309,7.4241,2123,Le Rocher
leopold,leopold,,2,2124,2124,,8.333333333,-13.06666667,2124,Leopold
lenas,lena's,,2,2125,2125,"? Ireland, perhaps, an Ossian reference, but I don't know for sure",NA,NA,2125,Lena
leith,leith,,2,2126,2126,,55.98,-3.17,2126,Leith
leipsic,leipsic,,2,2127,2127,,51.33333333,12.38333333,2127,Leipsic
leicestermountain,leicester mountain,,2,2128,2128,,8.402777778,-13.20219444,2128,Leicester Mountain
leicesterfields,leicester-fields,,2,2129,2129,,51.51027778,-0.130277778,2129,Leicester-Fields
lecours,le cours,,2,2130,2130,,47.7425,-2.5,2130,Le Cours
lebeausse,le beausse,,2,2131,2131,,47.3217,-0.9258,2131,Le Beausse
lavalette,la valette,,2,2132,2132,title assoc. with malta,35.88333333,14.5,2132,La Valette
latiums,latium's,,2,2133,2133,,41.9,12.5,2133,Latium
lareole,la reole,,2,2134,2134,,44.59,-0.04,2134,La Reole
laputa,laputa,,2,2135,2135,fictional place,NA,NA,2135,Laputa
lapalud,la palud,,2,2136,2136,,43.7808,6.3422,2136,La Palud
lafour,lafour,,2,2138,2138,,49.9133,4.6936,2138,Lafour
laconia,laconia,,2,2140,2140,,36.91666667,22.66666667,2140,Laconia
kyoonoo,kyoon-oo,,2,2142,2142,20 miles from Rangoon,16.85,96.18333333,2142,Kyoon-Oo
kongotown,kongo town,,2,2143,2143,near freetown,8.484444444,-13.23444444,2143,Kongo Town
knocksheban,knocksheban,,2,2144,2144,,53.5,-7.5,2144,Knocksheban
kittery,kittery,,2,2145,2145,,43.09305556,-70.72805556,2145,Kittery
kissey,kissey,,2,2146,2146,near freetown,8.469916667,-13.19236111,2146,Kissey
kishon,kishon,,2,2147,2147,,32.81666667,35.03333333,2147,Kishon
kingstown,kingstown|king's-town,,2,2148,2148,,13.45305556,-16.5775,2148,Kingstown
kingsbridge,king's bridge,,2,2150,2150,,50.2833,-3.7765,2150,King's Bridge
kingsbenchprison,king's bench prison|kings bench prison,,2,2151,2151,,51.49916667,-0.124722222,2151,King's Bench Prison
kingsbenchbar,kings-bench bar,,2,2152,2152,,51.49916667,-0.124722222,2152,Kings-Bench Bar
killala,killala,,2,2153,2153,,54.2,-9.2166,2153,Killala
kildas,kilda's,,2,2154,2154,st. kilda,57.81666667,-8.583333333,2154,Kilda
kentuckyriver,kentucky river,,2,2155,2155,,38.68333333,-85.18833333,2155,Kentucky River
kentishtown,kentish town,,2,2156,2156,,51.5447,-0.1459,2156,Kentish Town
jotaphata,jotaphata,,2,2159,2159,,32.83222222,35.2775,2159,Jotaphata
joigny,joigny,,2,2160,2160,,47.9831,3.3978,2160,Joigny
jndies,jndies,,2,2161,2161,too vague,NA,NA,2161,Jndies
jillifree,jillifree,,2,2162,2162,,13.33861111,-16.3825,2162,Jillifree
jerseys,jerseys,,2,2163,2163,,40,-74.5,2163,Jerseys
jerico,jerico,,2,2164,2164,,31.87111111,35.44416667,2164,Jerico
jena,jena,,2,2165,2165,,50.92722222,11.58611111,2165,Jena
jay,jay,,2,2166,2166,,56.462,-2.9707,2166,Jay
jamnia,jamnia|jamnia;,,2,2167,2167,,31.88333333,34.73333333,2167,Jamnia
james,james,,2,2168,2168,,36.94166667,-76.44361111,2168,James
jackson,jackson,,2,2170,2170,,32.29888889,-90.18472222,2170,Jackson
ispahan,ispahan,,2,2173,2173,,32.64472222,51.6675,2173,Ispahan
islesdelos,isles de los,,2,2174,2174,,9.462694444,-13.79617778,2174,Isles De Los
isleofman,isle of man,,2,2175,2175,,54.25,-4.5,2175,Isle Of Man
isledelacite,isle de la cite,,2,2176,2176,,48.85472222,2.3475,2176,Isle De La Cite
islebarbe,isle barbe,,2,2177,2177,,45.79722222,4.831666667,2177,Isle Barbe
ipswich,ipswich,,2,2179,2179,,52.05944444,1.155555556,2179,Ipswich
inverness,inverness,,2,2180,2180,,57.4718,-4.2254,2180,Inverness
innertemple,inner-temple,,2,2181,2181,,51.5125,-0.109,2181,Inner-Temple
indostan|inds,indostan|ind's,,4,2183|2182,2182,|,21,78,2183|2182,Indostan
indiancreek,indian creek,,2,2184,2184,,34.70152778,-86.94113889,2184,Indian Creek
indiana,indiana,,2,2185,2185,,40,-86,2185,Indiana
ilyssus,ilyssus,,2,2187,2187,,37.9397,23.6808,2187,Ilyssus
illinois,illinois,,2,2189,2189,,40,-89,2189,Illinois
hyrcania,hyrcania,,2,2191,2191,,36.5656,53.0588,2191,Hyrcania
hyblas,hybla's,,2,2192,2192,,37.5,14,2192,Hybla
huntspill,hunt spill,,2,2193,2193,,51.205,-2.982,2193,Huntspill
huaco,huaco,,2,2196,2196,fictional place,NA,NA,2196,Huaco
hougomont,hougomont,,2,2197,2197,,50.67063056,4.3948,2197,Hougomont
houglys,hougly's,,2,2198,2198,,21.91666667,88.08333333,2198,Hougly
hothfeild,hothfeild,,2,2199,2199,,51.1701,0.819,2199,Hothfeild
horsham,horsham,,2,2200,2200,,51.062,-0.325,2200,Horsham
honimoa,honimoa,,2,2201,2201,,-3.574930556,128.647,2201,Honimoa
holston,holston,,2,2202,2202,,35.95916667,-83.85,2202,Holston
holbornhill,holborn hill,,2,2203,2203,,51.5172,-0.1182,2203,Holborn Hill
hitto,hitto,,2,2204,2204,,-3.638055556,128.1172222,2204,Hitto
hircanie,hircanie,,2,2205,2205,,36.5656,53.0588,2205,Hircanie
hillington,hillington,,2,2207,2207,,51.5329,-0.455,2207,Hillington
highlands,highlands,,2,2208,2208,too vague,NA,NA,2208,Highlands
hidaspis,hidaspis,,2,2211,2211,,32.82777778,73.63888889,2211,Hidaspis
hessecassel,hesse cassel,,2,2213,2213,,50.66611111,8.591111111,2213,Hesse Cassel
herodium,herodium,,2,2214,2214,Biblical place,NA,NA,2214,Herodium
hepple,hepple,,2,2215,2215,,55.29860278,-2.025169444,2215,Hepple
henriettastreet,henrietta-street,,2,2216,2216,,53.3525,-6.27,2216,Henrietta-Street
henah,henah,,2,2217,2217,Biblical place,NA,NA,2217,Henah
hemus,hemus,,2,2218,2218,,38.58833333,26.81583333,2218,Hemus
helicons|hellicon,helicon's|hellicon,,2,2219|2220,2220,,40.16666667,22.48333333,2219|2220,Helicon
hedjas,hedjas,,2,2221,2221,,24.46666667,39.6,2221,Hedjas
hecla,hecla,,2,2222,2222,,63.98333333,-19.7,2222,Hecla
hebrus,hebrus,,2,2223,2223,,40.73055556,26.035,2223,Hebrus
hebrid,hebrid,,2,2224,2224,,57.83333333,-7,2224,Hebrid
heaun,hea un|heau'n,,2,2225,2225,Biblical place,NA,NA,2225,Heaun
heaueen,heaueen,,2,2226,2226,Biblical place,NA,NA,2226,Heaueen
havredegrace,havre de grace,,2,2227,2227,,49.49,0.1,2227,Havre De Grace
havannah,havannah,,2,2228,2228,,23.13333333,-82.38333333,2228,Havannah
hatfield,hatfield,,2,2229,2229,,42.37083333,-72.59861111,2229,Hatfield
